filename AU01_r AU02_r AU04_r AU05_r AU06_r AU07_r AU09_r AU10_r AU12_r AU14_r AU15_r AU17_r AU20_r AU23_r AU25_r AU26_r AU45_r
frame_det_00_000267.jpg 1.0 1.41 0.0 0.9 0.0 0.0 0.0 0.15 0.94 0.84 0.0 0.0 0.0 0.0 0.51 0.48 0.09
frame_det_00_000271.jpg 1.65 0.98 0.68 0.0 1.7 2.91 0.44 0.95 1.84 0.93 0.22 0.05 1.48 0.2 1.24 1.09 0.22
frame_det_00_000273.jpg 0.46 0.6 0.0 0.81 0.52 0.49 0.04 1.06 1.66 0.0 0.0 0.0 0.0 0.0 2.15 1.78 0.0
frame_det_00_000291.jpg 0.97 2.75 0.6 0.9 0.11 0.97 0.0 0.29 0.54 1.35 0.0 0.83 0.0 0.46 0.1 1.61 0.57
frame_det_00_000306.jpg 0.0 0.0 3.18 0.0 1.74 3.63 1.63 1.53 0.0 1.49 1.42 1.57 1.46 0.01 0.0 0.81 1.52
frame_det_00_000344.jpg 1.3 2.11 0.0 2.99 0.67 0.14 1.03 0.0 0.55 0.0 0.0 0.0 0.5 0.47 1.1 0.51 0.0
frame_det_00_000348.jpg 0.73 1.28 0.0 0.0 0.28 0.7 0.0 0.0 1.84 0.0 0.0 0.0 0.3 0.81 1.67 2.03 0.0
frame_det_00_000357.jpg 0.0 0.0 0.0 0.0 2.21 1.47 0.0 2.62 4.14 1.52 0.0 0.0 0.0 0.0 2.83 1.05 0.0
frame_det_00_000381.jpg 0.24 0.0 0.0 0.0 1.25 0.21 0.0 2.03 2.94 1.08 0.0 0.0 0.0 0.0 1.03 1.36 0.16
frame_det_00_000383.jpg 0.05 0.0 1.15 0.0 0.35 0.0 0.38 0.9 0.53 1.76 0.67 1.48 0.0 1.07 0.19 0.95 0.08
frame_det_00_000399.jpg 0.19 1.45 0.48 1.05 0.0 0.0 0.0 0.0 0.0 0.0 0.4 0.0 0.57 0.0 0.0 0.19 0.33
frame_det_00_000405.jpg 0.52 0.0 0.04 0.94 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.19 0.68 0.0
frame_det_00_000406.jpg 0.34 0.0 0.0 0.19 1.83 0.95 1.78 1.86 2.9 1.54 0.06 0.0 0.0 0.0 2.94 0.36 0.8
frame_det_00_000408.jpg 2.47 1.78 1.07 0.66 0.56 1.09 0.48 1.63 0.55 1.85 0.69 1.6 0.17 0.24 0.05 0.18 0.02
frame_det_00_000413.jpg 0.0 0.0 0.72 0.31 3.67 2.95 1.73 2.91 2.66 0.49 0.55 1.08 0.0 0.63 2.68 0.36 0.53
frame_det_00_000415.jpg 0.99 1.58 0.0 0.76 0.0 0.0 0.0 0.0 0.06 0.0 0.0 0.0 0.0 0.0 0.39 0.06 0.0
frame_det_00_000431.jpg 1.15 0.89 0.0 0.48 1.21 1.33 0.0 0.92 2.88 1.71 0.0 0.69 0.24 0.83 1.1 0.89 0.11
frame_det_00_000432.jpg 0.0 0.0 0.0 0.04 0.0 0.59 0.0 0.0 0.0 0.0 0.61 0.0 0.15 0.0 1.15 1.4 0.0
frame_det_00_000434.jpg 2.53 1.35 1.01 1.83 0.41 0.0 0.0 0.48 0.97 2.58 0.82 0.73 1.26 0.09 1.44 0.48 0.0
frame_det_00_000442.jpg 0.0 0.24 0.0 1.59 0.0 0.0 0.0 0.0 0.85 1.98 0.0 0.0 0.9 0.17 1.09 0.27 0.0
frame_det_00_000443.jpg 1.01 0.01 0.0 0.35 0.26 0.75 0.12 1.16 0.12 0.0 2.3 0.38 0.0 0.09 0.33 0.2 0.55
frame_det_00_000444.jpg 0.06 0.0 1.46 0.0 2.75 1.82 2.47 2.05 1.74 0.89 0.38 0.96 0.0 0.87 0.01 0.0 0.0
frame_det_00_000445.jpg 0.34 0.0 0.0 0.0 0.81 1.88 0.68 1.41 0.0 0.0 0.0 0.0 1.01 0.0 0.08 0.0 0.27
frame_det_00_000446.jpg 0.0 0.0 0.0 0.0 2.58 3.24 0.0 1.43 3.34 1.08 0.0 0.0 0.0 0.0 2.99 0.0 0.02
frame_det_00_000459.jpg 0.16 0.0 1.0 0.0 0.0 0.77 0.28 1.92 0.73 0.83 0.03 0.05 0.0 0.37 0.28 0.12 0.0
frame_det_00_000481.jpg 0.0 0.0 0.1 0.16 0.23 0.78 0.22 0.0 0.46 1.08 0.0 0.0 0.0 0.31 0.24 0.42 0.0
frame_det_00_000489.jpg 0.0 0.16 0.09 0.0 1.94 1.8 0.2 2.08 3.5 1.51 0.0 0.0 0.0 0.0 3.4 0.65 0.0
frame_det_00_000492.jpg 0.59 0.11 0.0 0.65 0.66 0.93 0.0 0.53 1.5 0.95 0.0 0.25 0.0 0.26 0.0 0.07 0.0
frame_det_00_000494.jpg 0.81 1.43 0.0 0.9 0.18 1.6 0.0 0.0 1.36 0.99 0.0 0.07 0.67 0.64 1.66 1.89 0.37
frame_det_00_000497.jpg 0.0 0.0 0.0 0.08 1.61 1.77 0.36 0.71 2.26 0.6 0.0 0.0 1.35 0.0 3.96 1.43 0.43
frame_det_00_000503.jpg 1.24 1.05 0.0 0.83 0.0 0.22 0.0 0.0 0.05 0.0 0.0 0.0 0.78 0.0 1.61 0.53 0.0
frame_det_00_000508.jpg 0.0 0.0 0.0 0.15 2.16 1.01 0.14 1.8 3.51 1.65 0.0 0.0 0.0 0.03 2.78 0.0 0.0
frame_det_00_000514.jpg 0.0 0.0 0.0 0.0 1.86 2.13 0.0 1.5 3.14 1.4 0.0 0.0 0.0 0.0 2.37 0.0 0.0
frame_det_00_000519.jpg 0.0 0.26 1.23 0.0 2.53 0.35 0.5 2.31 3.45 0.88 0.0 0.0 0.0 0.0 2.82 0.0 0.0
frame_det_00_000521.jpg 2.89 2.74 0.0 2.13 0.74 0.22 0.42 1.51 2.52 0.68 0.37 0.66 0.0 0.0 2.15 2.28 0.0
frame_det_00_000528.jpg 0.0 0.78 0.0 0.09 1.96 2.23 1.63 2.0 2.69 1.34 0.0 0.0 0.19 0.0 2.57 0.98 0.0
frame_det_00_000534.jpg 0.76 0.0 0.0 0.0 1.93 0.0 0.81 2.88 2.32 0.88 0.0 0.46 0.0 1.09 2.22 1.19 0.0
frame_det_00_000536.jpg 0.77 0.27 1.57 0.0 1.08 0.0 0.0 1.33 0.9 1.24 0.0 0.36 0.0 0.0 1.36 1.4 0.0
frame_det_00_000540.jpg 0.04 0.26 0.0 0.0 1.58 1.0 0.35 2.99 2.23 1.78 0.0 0.3 0.38 0.0 1.99 1.06 0.45
frame_det_00_000544.jpg 1.31 1.76 0.48 0.53 0.95 0.0 0.0 1.44 2.45 2.22 0.0 0.36 0.0 0.0 1.5 0.93 0.21
frame_det_00_000545.jpg 0.45 0.96 0.0 2.11 0.0 0.0 0.0 0.0 0.9 0.79 0.0 0.0 0.55 0.0 0.37 0.05 0.0
frame_det_00_000549.jpg 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.13 0.0 0.0 0.35 0.0
frame_det_00_000550.jpg 0.0 0.55 0.0 0.76 0.0 0.0 0.0 0.0 0.38 0.0 0.0 0.0 0.0 0.18 0.0 0.52 0.0
frame_det_00_000557.jpg 0.0 2.44 0.0 2.72 0.0 0.0 0.52 0.0 0.0 0.23 0.0 0.07 0.0 0.0 0.45 0.0 0.0
frame_det_00_000580.jpg 0.0 0.0 0.0 1.09 0.0 0.0 0.42 0.67 0.07 0.41 0.0 0.0 0.0 0.0 0.75 0.52 0.0
frame_det_00_000585.jpg 0.47 0.03 0.0 0.0 1.31 0.0 0.91 1.17 1.17 1.72 0.52 1.5 0.1 0.73 0.94 0.3 0.37
frame_det_00_000586.jpg 0.0 0.0 0.0 0.0 2.49 2.39 1.4 2.12 3.52 1.34 0.03 0.63 0.01 0.4 1.66 0.0 0.21
frame_det_00_000599.jpg 0.07 0.0 0.0 0.0 2.34 2.06 0.7 3.14 3.81 0.35 0.0 0.0 0.0 0.0 2.03 0.35 0.0
frame_det_00_000600.jpg 1.11 2.03 0.0 2.05 0.0 0.25 0.0 0.0 0.0 0.0 0.0 0.0 1.18 0.0 0.59 0.0 0.02
frame_det_00_000607.jpg 0.0 0.46 0.0 0.0 0.77 0.0 0.0 0.9 1.45 0.45 0.33 0.28 0.37 0.0 1.64 1.68 0.0
frame_det_00_000615.jpg 0.0 0.41 0.0 0.33 0.0 0.0 0.06 0.0 0.0 0.13 0.0 0.27 0.0 0.0 0.0 0.0 0.0
frame_det_00_000618.jpg 0.78 0.8 0.0 0.58 1.17 0.85 0.0 1.29 2.59 0.31 0.0 0.0 0.59 0.18 2.92 0.82 0.0
frame_det_00_000622.jpg 0.0 0.0 0.0 0.0 0.39 1.62 0.63 0.44 0.88 0.98 0.0 0.29 0.0 0.14 0.0 1.05 0.0
frame_det_00_000624.jpg 1.19 0.06 1.97 3.09 0.0 0.0 0.92 0.17 0.0 0.9 0.0 0.0 0.15 0.0 0.0 0.0 0.0
frame_det_00_000632.jpg 0.0 0.0 0.0 0.0 2.23 1.46 1.62 2.21 2.41 2.49 0.0 0.0 0.0 0.0 2.86 0.0 0.0
frame_det_00_000637.jpg 0.52 1.13 0.0 0.0 0.07 0.0 0.56 0.73 1.49 2.07 0.0 0.83 0.0 0.0 2.21 0.0 0.0
frame_det_00_000646.jpg 1.08 0.0 0.0 1.94 0.48 0.21 0.0 2.29 2.38 1.57 0.0 0.0 0.18 0.0 2.1 0.11 0.0
frame_det_00_000651.jpg 0.0 0.0 0.31 0.0 0.01 0.0 0.78 1.22 0.0 0.0 0.79 0.1 0.0 0.44 0.02 0.8 0.0
frame_det_00_000656.jpg 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.66 0.0 0.0 0.0 0.41 0.0 2.02 1.32 0.0
frame_det_00_000674.jpg 0.0 0.26 0.8 0.0 0.93 1.14 0.45 1.32 0.76 0.93 0.0 1.32 0.0 0.94 0.42 0.3 0.0
frame_det_00_000675.jpg 0.4 0.84 2.0 1.69 0.03 0.0 0.66 0.0 0.0 0.0 2.26 0.0 0.0 0.66 0.0 0.0 1.2
frame_det_00_000679.jpg 0.92 1.84 0.0 1.34 0.0 0.38 0.33 0.0 0.0 0.0 0.45 0.0 0.67 0.0 1.41 1.25 1.49
frame_det_00_000687.jpg 1.19 0.33 1.65 0.0 1.58 0.0 1.7 1.94 0.68 1.3 1.05 1.12 0.02 0.14 0.0 0.07 0.0
frame_det_00_000692.jpg 0.0 0.0 0.0 1.5 0.06 0.0 0.75 0.0 0.0 0.0 0.0 0.0 1.22 0.0 1.48 2.16 0.0
frame_det_00_000699.jpg 0.35 0.76 0.0 0.94 0.0 0.47 0.86 0.0 0.63 0.77 0.0 0.0 0.0 0.0 1.16 0.0 0.0
frame_det_00_000710.jpg 0.48 0.0 1.58 0.0 1.62 1.3 0.64 1.04 1.56 0.37 0.0 0.53 0.0 0.85 0.0 0.45 0.0
frame_det_00_000715.jpg 0.0 0.3 0.44 0.32 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17 0.0
frame_det_00_000717.jpg 2.19 1.81 0.93 1.03 0.0 0.0 0.05 0.88 0.32 1.32 0.0 0.26 0.0 0.0 1.56 0.0 0.0
frame_det_00_000718.jpg 0.0 0.0 0.0 0.69 2.45 1.8 0.0 2.26 3.53 0.96 0.0 0.0 0.0 0.0 2.07 0.0 0.0
frame_det_00_000721.jpg 0.0 0.0 2.02 0.46 1.24 0.54 0.19 1.59 2.99 2.51 0.0 0.0 0.0 0.0 0.73 0.0 0.0
frame_det_00_000723.jpg 0.0 0.0 0.0 0.0 0.51 0.71 0.86 0.0 1.28 0.5 0.0 0.0 0.0 0.26 0.21 0.0 0.0
frame_det_00_000728.jpg 0.59 0.0 1.44 0.0 1.64 3.33 1.12 3.17 0.52 0.0 1.01 1.6 1.38 0.0 1.95 0.62 0.67
frame_det_00_000735.jpg 0.0 0.74 0.0 0.0 0.98 0.84 0.62 0.47 1.48 1.61 0.0 0.0 0.52 0.0 0.89 0.0 0.0
frame_det_00_000737.jpg 0.0 0.0 0.0 0.04 0.93 1.67 0.44 1.44 2.92 1.84 0.47 0.0 1.17 0.0 3.21 0.63 0.66
frame_det_00_000773.jpg 0.0 0.0 0.21 0.0 1.68 1.55 0.53 1.49 1.39 0.8 0.0 1.06 0.0 0.45 0.0 0.81 0.97
frame_det_00_000775.jpg 0.0 0.0 0.0 0.01 3.05 1.92 0.21 3.22 2.98 1.58 0.51 0.57 0.0 0.58 2.57 1.67 0.0
frame_det_00_000780.jpg 0.41 0.0 0.0 0.18 0.72 2.04 0.44 0.49 2.1 1.51 0.0 0.43 0.0 0.69 0.3 0.0 0.63
frame_det_00_000801.jpg 0.0 0.47 0.0 0.78 1.3 1.42 0.6 0.8 1.55 0.21 0.66 0.77 0.0 0.67 0.02 0.2 0.04
frame_det_00_000809.jpg 0.88 0.95 0.0 0.11 0.0 0.0 0.0 0.06 1.16 0.0 0.0 0.0 0.0 0.0 2.92 1.97 0.0
frame_det_00_000812.jpg 1.67 0.12 0.27 1.86 0.0 0.0 0.0 0.0 0.03 1.54 0.0 0.0 0.0 0.0 0.0 0.0 0.0
frame_det_00_000814.jpg 0.29 1.62 1.03 0.24 2.02 0.48 0.0 1.41 3.49 1.79 0.0 0.0 0.0 0.16 1.67 0.32 0.0
frame_det_00_000825.jpg 0.94 0.83 0.0 0.0 1.65 1.31 0.05 1.39 3.37 0.3 0.0 0.0 0.0 0.01 3.12 0.44 0.0
frame_det_00_000834.jpg 0.64 0.95 0.16 0.0 1.09 0.81 0.29 1.89 1.44 1.25 0.0 0.0 0.0 0.0 2.06 2.68 0.0
frame_det_00_000836.jpg 0.0 0.89 0.06 0.0 2.97 0.78 1.89 2.69 2.57 0.92 0.0 0.77 0.0 1.24 2.16 0.03 1.03
frame_det_00_000849.jpg 0.0 0.0 0.0 0.54 2.18 1.88 0.68 2.61 3.47 1.06 0.0 0.0 0.21 0.0 2.89 0.6 0.0
frame_det_00_000860.jpg 0.0 0.67 0.42 0.46 0.1 0.0 1.17 0.22 0.44 1.59 0.0 0.29 0.0 0.77 0.0 0.61 0.4
frame_det_00_000865.jpg 0.17 1.56 0.19 0.03 2.44 2.19 0.19 1.8 3.76 1.32 0.0 0.0 0.29 0.13 3.47 0.99 0.13
frame_det_00_000868.jpg 0.0 0.0 0.26 0.24 0.0 0.17 0.0 0.82 0.23 0.87 0.2 0.0 0.27 0.0 0.0 0.9 0.0
frame_det_00_000877.jpg 0.0 0.76 0.0 1.23 0.88 0.0 0.25 0.66 2.16 0.44 0.0 0.0 0.16 0.0 1.29 0.3 0.0
frame_det_00_000885.jpg 0.0 0.0 0.0 0.0 0.09 0.18 0.0 0.39 0.0 0.0 0.51 0.0 0.0 0.0 1.24 1.39 0.0
frame_det_00_000890.jpg 0.59 0.37 0.0 0.0 0.19 1.15 0.78 0.68 1.27 0.91 0.0 0.0 0.27 0.0 0.11 0.0 0.0
frame_det_00_000892.jpg 0.0 0.0 1.78 0.0 2.31 2.45 1.28 2.54 2.48 1.34 0.0 0.68 0.0 0.0 2.41 1.38 0.0
frame_det_00_000896.jpg 1.23 0.22 0.74 0.0 1.0 0.0 0.0 0.99 1.77 1.92 0.0 0.0 0.48 0.0 0.35 0.0 0.0
frame_det_00_000900.jpg 0.0 0.0 0.0 0.0 1.39 0.0 0.0 1.22 2.82 1.86 0.0 0.0 0.0 0.22 1.95 0.77 0.0
frame_det_00_000902.jpg 0.0 0.0 0.15 0.0 2.69 0.91 0.79 2.49 2.15 2.61 0.0 1.93 0.0 1.45 0.46 0.61 0.0
frame_det_00_000903.jpg 0.23 0.0 0.0 0.82 1.3 0.63 0.47 1.28 0.77 1.37 1.41 0.48 0.0 0.0 1.27 1.09 0.0
frame_det_00_000930.jpg 0.3 0.0 0.94 1.84 0.21 0.0 0.0 1.43 2.23 1.13 0.0 0.23 0.0 0.0 1.32 0.0 0.0
frame_det_00_000940.jpg 0.0 0.0 0.0 0.0 1.28 1.47 0.0 1.48 2.84 0.25 0.0 0.0 1.49 0.0 1.81 0.0 0.04
frame_det_00_000942.jpg 0.27 0.26 0.0 0.0 0.0 0.6 0.28 1.85 1.4 1.01 0.27 0.55 0.74 0.66 0.28 2.17 0.13
frame_det_00_000969.jpg 1.61 1.74 1.91 0.67 1.82 0.39 1.92 2.08 1.5 2.17 0.15 1.58 0.06 1.04 1.8 1.48 0.07
frame_det_00_000986.jpg 0.0 0.0 0.41 0.0 1.58 0.98 0.0 1.36 2.03 1.05 0.0 0.0 0.0 0.0 1.86 0.0 0.04
frame_det_00_000989.jpg 0.33 0.11 0.0 0.04 0.0 0.63 0.0 0.0 0.32 0.94 0.0 0.0 0.12 0.0 0.12 0.0 0.01
frame_det_00_000990.jpg 0.0 0.0 0.0 0.0 0.0 0.75 0.7 0.22 0.5 0.06 0.0 0.0 0.0 0.0 0.06 0.0 0.25
frame_det_00_000991.jpg 0.8 0.63 2.24 0.0 0.37 3.76 0.83 0.57 2.05 1.84 0.0 0.6 0.0 0.0 0.47 0.39 0.66
frame_det_00_001005.jpg 0.0 0.0 0.0 1.17 0.0 0.0 0.0 0.0 0.0 0.63 0.0 0.0 0.01 0.0 1.68 1.35 0.0
frame_det_00_001011.jpg 0.0 0.12 0.0 0.0 1.92 1.97 1.55 1.78 3.27 1.1 0.0 0.0 0.0 0.0 3.45 0.18 0.98
frame_det_00_001017.jpg 1.24 1.67 0.0 0.68 0.0 0.0 0.0 0.66 0.03 0.0 0.0 0.0 0.0 0.0 0.31 2.47 0.0
frame_det_00_001020.jpg 0.0 0.15 0.0 0.0 1.91 2.43 1.67 2.46 3.17 1.77 0.0 0.0 0.0 0.18 3.13 1.01 0.0
frame_det_00_001021.jpg 0.51 0.0 0.26 0.43 0.0 0.0 0.0 1.94 0.13 0.7 0.0 0.07 0.0 0.0 0.72 1.08 0.0
frame_det_00_001022.jpg 1.1 0.0 1.39 0.42 0.11 1.8 1.58 1.59 0.0 1.86 1.75 0.19 0.0 0.3 0.92 0.68 0.63
frame_det_00_001025.jpg 2.36 1.5 0.0 0.6 2.59 0.83 0.0 1.16 4.08 1.35 0.0 0.0 0.61 0.0 3.32 0.45 0.67
frame_det_00_001029.jpg 1.87 0.64 1.51 0.0 1.34 1.04 0.06 1.97 1.74 1.83 0.0 0.0 0.26 0.0 2.85 1.46 0.0
frame_det_00_001036.jpg 0.0 0.0 0.0 0.0 0.66 0.75 0.67 1.06 0.45 0.27 0.0 0.14 0.0 1.13 0.89 1.13 0.05
frame_det_00_001050.jpg 0.14 0.89 0.0 0.22 1.39 1.47 0.68 1.54 2.39 0.67 0.0 0.0 0.0 0.0 2.73 0.59 0.47
frame_det_00_001054.jpg 1.67 0.39 0.62 1.2 0.0 0.03 0.0 1.01 0.25 0.89 0.0 0.34 0.0 0.0 0.0 0.03 0.0
frame_det_00_001055.jpg 0.0 0.0 1.57 0.0 0.0 0.0 0.33 1.19 0.0 0.73 0.43 1.55 0.18 0.76 0.0 0.4 0.0
frame_det_00_001057.jpg 0.39 1.08 0.97 0.06 1.2 0.86 1.07 2.39 1.14 1.51 0.0 1.31 0.0 1.06 1.03 2.17 0.27
frame_det_00_001060.jpg 0.59 0.0 0.0 0.0 1.74 1.5 0.0 1.64 2.33 0.32 0.0 0.0 0.0 0.0 1.7 0.45 0.48
frame_det_00_001064.jpg 0.0 0.0 0.15 1.08 0.0 0.0 0.54 0.46 0.15 0.47 0.0 0.0 0.14 0.08 1.9 1.58 0.0
frame_det_00_001074.jpg 1.2 1.9 0.89 1.27 0.55 0.0 0.51 2.33 0.33 1.33 0.64 1.64 0.0 0.16 0.86 0.78 0.19
frame_det_00_001077.jpg 0.61 1.61 0.7 0.22 0.17 0.0 0.0 0.39 0.0 0.49 0.0 0.34 0.79 0.0 0.0 0.0 0.0
